case_study,water_type,variable,value,unit,reference,source_or_use,scenario
solaire,solaire_graywater,turbidity,0.0016,kg/m3,nawi,source,baseline
solaire,solaire_graywater,zinc,0.0000153,kg/m3,nawi,source,baseline
solaire,solaire_stormwater,aluminum,0.00000616,kg/m3,nawi,source,baseline
solaire,solaire_stormwater,arsenic,0.00000051,kg/m3,nawi,source,baseline
solaire,solaire_stormwater,barium,0.0000452,kg/m3,nawi,source,baseline
solaire,solaire_stormwater,boron,0.0004,kg/m3,nawi,source,baseline
solaire,solaire_stormwater,bromide,0.000001,kg/m3,nawi,source,baseline
solaire,solaire_stormwater,calcium,0.08045,kg/m3,nawi,source,baseline
solaire,solaire_stormwater,chloride,0.29792,kg/m3,nawi,source,baseline
solaire,solaire_stormwater,chromium,0.00000019,kg/m3,nawi,source,baseline
solaire,solaire_stormwater,cyanide_as_free,0.00000267,kg/m3,nawi,source,baseline
solaire,solaire_stormwater,electrical_conductivity,0.17,S/m,nawi,source,baseline
solaire,solaire_stormwater,flow,0.000438,m3/s,nawi,source,baseline
solaire,solaire_stormwater,fluoride,0.00097,kg/m3,nawi,source,baseline
solaire,solaire_stormwater,hardness,0.312,kg/m3,nawi,source,baseline
solaire,solaire_stormwater,iron,0.000302,kg/m3,nawi,source,baseline
solaire,solaire_stormwater,lead,0.000001,kg/m3,nawi,source,baseline
solaire,solaire_stormwater,magnesium,0.02701,kg/m3,nawi,source,baseline
solaire,solaire_stormwater,manganese,0.0000526,kg/m3,nawi,source,baseline
solaire,solaire_stormwater,mercury,0.000001,kg/m3,nawi,source,baseline
solaire,solaire_stormwater,nickel,0.00000466,kg/m3,nawi,source,baseline
solaire,solaire_stormwater,nitrate_as_nitrogen,0.00864,kg/m3,nawi,source,baseline
solaire,solaire_stormwater,nitrite_as_nitrogen,0.00069,kg/m3,nawi,source,baseline
solaire,solaire_stormwater,ph_max,7.28,pH,nawi,source,baseline
solaire,solaire_stormwater,ph_min,7.28,pH,nawi,source,baseline
solaire,solaire_stormwater,phosphates,0.00052,kg/m3,nawi,source,baseline
solaire,solaire_stormwater,potassium,0.01897,kg/m3,nawi,source,baseline
solaire,solaire_stormwater,selenium,0.00000106,kg/m3,nawi,source,baseline
solaire,solaire_stormwater,silicon,0.02104,kg/m3,nawi,source,baseline
solaire,solaire_stormwater,silver,0.000001,kg/m3,nawi,source,baseline
solaire,solaire_stormwater,sodium,0.23158,kg/m3,nawi,source,baseline
solaire,solaire_stormwater,sulfate,0.188,kg/m3,nawi,source,baseline
solaire,solaire_stormwater,tds,0.98555,kg/m3,nawi,source,baseline
solaire,solaire_stormwater,toc,0.00953,kg/m3,nawi,source,baseline
solaire,solaire_stormwater,total_coliforms_fecal_ecoli,294.19623,kg/m3,nawi,source,baseline
solaire,solaire_stormwater,trihalomethanes,0.00000032,kg/m3,nawi,source,baseline
solaire,solaire_stormwater,tss,0.00653,kg/m3,nawi,source,baseline
solaire,solaire_stormwater,turbidity,0.0016,kg/m3,nawi,source,baseline
solaire,solaire_stormwater,zinc,0.0000153,kg/m3,nawi,source,baseline
tampa_bay,seawater,boron,0.00377143,kg/m3,nawi,source,baseline
tampa_bay,seawater,bromide,0.05682857,kg/m3,nawi,source,baseline
tampa_bay,seawater,calcium,0.35108571,kg/m3,nawi,source,baseline
tampa_bay,seawater,chloride,16.4245714,kg/m3,nawi,source,baseline
tampa_bay,seawater,flow,1.92775,m3/s,nawi,source,baseline
tampa_bay,seawater,magnesium,1.09542857,kg/m3,nawi,source,baseline
tampa_bay,seawater,ph_max,7,pH,nawi,source,baseline
tampa_bay,seawater,ph_min,7,pH,nawi,source,baseline
tampa_bay,seawater,potassium,0.33882857,kg/m3,nawi,source,baseline
tampa_bay,seawater,sodium,9.15342857,kg/m3,nawi,source,baseline
tampa_bay,seawater,strontium,0.00111429,kg/m3,nawi,source,baseline
tampa_bay,seawater,sulfate,2.29714286,kg/m3,nawi,source,baseline
tampa_bay,seawater,tds,30,kg/m3,nawi,source,baseline
tampa_bay,seawater,tss,0.02571429,kg/m3,nawi,source,baseline
tuscarora,tuscarora_brine,alkalinity_as_caco3,0.26,kg/m3,nawi,source,baseline
tuscarora,tuscarora_brine,calcium,0.003,kg/m3,nawi,source,baseline
tuscarora,tuscarora_brine,chloride,0.0199,kg/m3,nawi,source,baseline
tuscarora,tuscarora_brine,electrical_conductivity,801,S/m,nawi,source,baseline
tuscarora,tuscarora_brine,flow,0.007,m3/s,nawi,source,baseline
tuscarora,tuscarora_brine,flow,0.007,m3/s,nawi,source,baseline
tuscarora,tuscarora_brine,magnesium,0.00004,kg/m3,nawi,source,baseline
tuscarora,tuscarora_brine,ph_max,6.05,pH,nawi,source,baseline
tuscarora,tuscarora_brine,ph_min,6.05,pH,nawi,source,baseline
tuscarora,tuscarora_brine,potassium,0.0154,kg/m3,nawi,source,baseline
tuscarora,tuscarora_brine,silicon,0.0948,kg/m3,nawi,source,baseline
tuscarora,tuscarora_brine,silicon_dioxide,0.22,kg/m3,nawi,source,baseline
tuscarora,tuscarora_brine,sodium,0.1278,kg/m3,nawi,source,baseline
tuscarora,tuscarora_brine,sulfate,0.0501,kg/m3,nawi,source,baseline
tuscarora,tuscarora_brine,sulfur,0.0296,kg/m3,nawi,source,baseline
tuscarora,tuscarora_brine,tds,1.855,kg/m3,nawi,source,baseline
tuscarora,tuscarora_brine,toc,0.00052,kg/m3,nawi,source,baseline
tuscarora,tuscarora_make_up,alkalinity_as_caco3,0.084,kg/m3,nawi,source,baseline
tuscarora,tuscarora_make_up,calcium,0.0096,kg/m3,nawi,source,baseline
tuscarora,tuscarora_make_up,chloride,0.0083,kg/m3,nawi,source,baseline
tuscarora,tuscarora_make_up,electrical_conductivity,188,S/m,nawi,source,baseline
tuscarora,tuscarora_make_up,flow,0.038,m3/s,nawi,source,baseline
tuscarora,tuscarora_make_up,magnesium,0.0024,kg/m3,nawi,source,baseline
tuscarora,tuscarora_make_up,nitrate_as_nitrogen,0.0036,kg/m3,nawi,source,baseline
tuscarora,tuscarora_make_up,ph_max,6.64,pH,nawi,source,baseline
tuscarora,tuscarora_make_up,ph_min,6.64,pH,nawi,source,baseline
tuscarora,tuscarora_make_up,potassium,0.0089,kg/m3,nawi,source,baseline
tuscarora,tuscarora_make_up,silicon,0.0402,kg/m3,nawi,source,baseline
tuscarora,tuscarora_make_up,silicon_dioxide,0.09,kg/m3,nawi,source,baseline
tuscarora,tuscarora_make_up,sodium,0.0235,kg/m3,nawi,source,baseline
tuscarora,tuscarora_make_up,sulfate,0.0124,kg/m3,nawi,source,baseline
tuscarora,tuscarora_make_up,sulfur,0.0044,kg/m3,nawi,source,baseline
tuscarora,tuscarora_make_up,tds,1.14,kg/m3,nawi,source,baseline
tuscarora,tuscarora_make_up,toc,0.00023,kg/m3,nawi,source,baseline
upw,fab25,flow,0.0505,m3/s,nawi,source,baseline
upw,fab25,tds,1.14,kg/m3,nawi,source,baseline
upw,fab25,toc,0.00023,kg/m3,nawi,source,baseline
upw,fab25_x,alkalinity_as_caco3,0.1,kg/m3,nawi,source,baseline
upw,fab25_x,calcium,0.1,kg/m3,nawi,source,baseline
upw,fab25_x,chloride,0.1,kg/m3,nawi,source,baseline
upw,fab25_x,electrical_conductivity,188,S/m,nawi,source,baseline
upw,fab25_x,magnesium,0.1,kg/m3,nawi,source,baseline
upw,fab25_x,nitrate_as_nitrogen,0.1,kg/m3,nawi,source,baseline
upw,fab25_x,ph_max,6.64,pH,nawi,source,baseline
upw,fab25_x,ph_min,6.64,pH,nawi,source,baseline
upw,fab25_x,potassium,0.1,kg/m3,nawi,source,baseline
upw,fab25_x,silicon,0.1,kg/m3,nawi,source,baseline
upw,fab25_x,silicon_dioxide,0.1,kg/m3,nawi,source,baseline
upw,fab25_x,sodium,0.1,kg/m3,nawi,source,baseline
upw,fab25_x,sulfate,0.1,kg/m3,nawi,source,baseline
upw,fab25_x,sulfur,0.1,kg/m3,nawi,source,baseline
uranium,uranium_active,flow,0.37853,m3/s,nawi,source,baseline
uranium,uranium_active,tds,2,kg/m3,nawi,source,baseline
uranium,uranium_restore,flow,0.04377,m3/s,nawi,source,baseline
uranium,uranium_restore,tds,2,kg/m3,nawi,source,baseline
vogtle,nuclear_raw_outfall,bod30,0.0028,kg/m3,nawi,source,baseline
vogtle,nuclear_raw_outfall,flow,0.17,m3/s,nawi,source,baseline
vogtle,nuclear_raw_outfall,thallium,0.0423,kg/m3,nawi,source,baseline
vogtle,nuclear_raw_outfall,trace_organic_chemicals_torc,0.0108,kg/m3,nawi,source,baseline
vogtle,nuclear_raw_outfall,tss,0.0185,kg/m3,nawi,source,baseline
vogtle,savannah_river_water,bod,0.002,kg/m3,nawi,source,baseline
vogtle,savannah_river_water,chemical_oxygen_demand_cod,0.01,kg/m3,nawi,source,baseline
vogtle,savannah_river_water,flow,5.804297,m3/s,nawi,source,baseline
vogtle,savannah_river_water,toc,0.00266,kg/m3,nawi,source,baseline
vogtle,savannah_river_water,tss,0.008,kg/m3,nawi,source,baseline
